,user_id,combined_features
144043,58782,58782 0 paid_ins_organicsign up app_android Android App11.0
144044,75762,75762 53 Extensionsign up extension Browser Extension01.0
144046,150238,150238 56 paid_ins_organicsign up app_ios iOS App01.0
144047,233217,233217 0 paid_ins_organicfriend app_android Android App11.0
144055,64474,64474 113 paid_ins_organicpartnership app_android Android App01.0
144057,90044,90044 268 paid_ins_organicsign up app_android Android App01.0
144060,131512,131512 5 paid_ins_organicfriend app_android Android App01.0
144062,95210,95210 127 Organic Searchsign up desktop Web01.0
144064,56147,56147 225 Directvip15000 desktop Web01.0
144065,19318,19318 332 paid_ins_organicebbonus5 app_android Android App01.0
144072,92803,92803 159 paid_ins_organicsbsong app_ios iOS App01.0
144073,65228,65228 12 paid_ins_organicpartnership app_ios iOS App01.0
144079,201240,201240 0 paid_ins_organicfriend app_android Android App11.0
144085,148163,148163 149 Directsign up mobile_android Web01.0
144088,11915,11915 167 paid_ins_organicpartnership app_ios iOS App01.0
144090,182734,182734 150 Directpartnership app_android Android App01.0
144091,194575,194575 15 paid_ins_organicfriend app_android Android App01.0
144097,216265,216265 155 Extensionsms5k extension Browser Extension01.0
144107,220254,220254 3 paid_ins_organicfriend app_android Android App01.0
144108,103487,103487 18 paid_ins_organicpartnership app_android Android App01.0
144113,162498,162498 3 paid_rtg_criteonew_intfriend app_android Android App01.0
144114,138367,138367 323 paid_ins_organicebbonus5 app_ios iOS App01.0
144116,2370,2370 318 paid_ins_organicebbonus5 app_android Android App01.0
144118,9599,9599 268 Extensionebbonus5 extension Browser Extension01.0
144119,181081,181081 315 paid_ins_organicebbonus5 app_ios iOS App01.0
144124,38340,38340 256 Directebbonus5 app_android Android App01.0
144125,150888,150888 249 paid_ins_organicebbonus5 app_android Android App01.0
144128,198342,198342 0 paid_ins_organicfriend app_ios iOS App11.0
144139,20129,20129 95 paid_ins_organicfriend app_android Android App01.0
144141,144962,144962 61 paid_ins_organicfriend app_android Android App01.0
144142,62852,62852 23 (Other)friend desktop Web01.0
144144,91187,91187 257 paid_ins_organicsms5000 app_ios iOS App01.0
144146,22739,22739 144 paid_ins_organicfriend app_ios iOS App01.0
144148,68129,68129 9 paid_ins_organicpartnership app_android Android App01.0
144154,60146,60146 233 Extensionsign up extension Browser Extension01.0
144168,51709,51709 261 paid_ins_organicebbonus5 app_ios iOS App01.0
144175,179500,179500 284 Displayebbonus5 desktop Web01.0
144176,80269,80269 71 paid_ins_organicsign up app_ios iOS App01.0
144178,195962,195962 210 paid_ins_organicebbonus5 app_ios iOS App01.0
144181,156467,156467 328 Paid Searchebbonus5 desktop Web01.0
144189,107978,107978 232 paid_ins_organicvipbonus app_ios iOS App01.0
144190,142163,142163 0 paid_ins_organicfriend app_ios iOS App11.0
144191,88818,88818 252 paid_ins_organicsign up app_ios iOS App01.0
144193,136546,136546 121 paid_ins_organicfriend app_android Android App01.0
144195,181010,181010 286 Newsletterebbonus5 desktop Web01.0
144197,190639,190639 241 paid_ins_organicfriend app_ios iOS App01.0
144198,201509,201509 125 paid_ins_af_bannersign up app_android Android App01.0
144199,18643,18643 175 paid_ins_naversign up app_ios iOS App01.0
144201,60101,60101 26 paid_ins_organicfriend app_ios iOS App01.0
144204,237340,237340 142 paid_ins_organicfriend app_ios iOS App01.0
144213,118373,118373 3 paid_ins_organicfriend app_ios iOS App01.0
144215,126438,126438 214 Extensionvip15000 extension Browser Extension01.0
144222,81842,81842 277 Directsign up app_android Android App01.0
144223,230106,230106 0 paid_ins_googleadwords_intsign up app_android Android App11.0
144227,198242,198242 1 Directfriend app_ios iOS App01.0
144231,153671,153671 291 paid_ins_organicebbonus5 app_ios iOS App01.0
144247,196043,196043 154 paid_ins_organicebbonus5 app_ios iOS App01.0
144250,218416,218416 89 Directsign up desktop Web01.0
144251,101309,101309 0 paid_ins_organicpartnership app_android Android App11.0
144255,191849,191849 140 paid_ins_organicpartnership app_ios iOS App01.0
144256,165638,165638 129 paid_ins_organicfriend app_ios iOS App01.0
144257,109828,109828 327 paid_ins_organicebbonus5 app_android Android App01.0
144261,159634,159634 0 paid_ins_googleadwords_intsign up app_android Android App11.0
144263,129869,129869 48 Directfriend desktop Web01.0
144266,34635,34635 160 Displaysign up mobile_android Web01.0
144273,165362,165362 27 paid_rtg_criteonew_intpartnership app_android Android App01.0
144274,106571,106571 0 paid_ins_organicsign up app_ios iOS App11.0
144277,230343,230343 27 paid_ins_organicfriend app_ios iOS App01.0
144284,54053,54053 176 paid_ins_organicpartnership app_ios iOS App01.0
144286,216891,216891 117 paid_ins_Facebook Adssign up app_android Android App01.0
144291,201247,201247 0 paid_ins_organicsign up app_android Android App11.0
144292,249477,249477 304 paid_ins_organicebbonus5 app_ios iOS App01.0
144294,47090,47090 282 paid_ins_organicebbonus5 app_ios iOS App01.0
144298,226607,226607 3 Directfriend app_android Android App01.0
144303,40961,40961 261 paid_ins_organickakaopush app_android Android App01.0
144305,39172,39172 2 paid_ins_organicfriend app_ios iOS App01.0
144308,50422,50422 50 paid_ins_organicsign up app_android Android App01.0
144309,233247,233247 315 paid_ins_organicebbonus5 app_android Android App01.0
144320,243315,243315 0 paid_ins_Facebook Adssign up app_android Android App11.0
144321,40574,40574 136 paid_ins_organicpartnership app_android Android App01.0
144322,16350,16350 248 paid_ins_organicsign up app_ios iOS App01.0
144325,208241,208241 175 paid_ins_af_bannerebbonus5 app_ios iOS App01.0
144327,132907,132907 3 paid_ins_organicfriend app_ios iOS App01.0
144330,6206,6206 211 paid_ins_organicebbonus5 app_ios iOS App01.0
144331,169850,169850 1 paid_rtg_criteonew_intfriend app_ios iOS App01.0
144335,82764,82764 137 paid_ins_organicpartnership app_ios iOS App01.0
144338,17226,17226 3 paid_ins_organicsign up app_ios iOS App01.0
144340,176109,176109 131 Extensionsign up extension Browser Extension01.0
144341,12830,12830 0 paid_ins_organicfriend app_ios iOS App11.0
144342,15541,15541 4 paid_ins_organicpartnership app_ios iOS App01.0
144344,51940,51940 324 paid_ins_organicebbonus5 app_ios iOS App01.0
144347,250056,250056 0 paid_rtg_criteonew_intpartnership app_android Android App11.0
144350,173719,173719 0 paid_ins_organicpartnership app_android Android App11.0
144355,87046,87046 115 Directsign up app_android Android App01.0
144361,246598,246598 161 paid_ins_organicpartnership app_ios iOS App01.0
144363,37355,37355 119 paid_ins_crosstarget_intfriend app_android Android App01.0
144366,194741,194741 209 Paid Searchsign up desktop Web01.0
144367,179260,179260 279 paid_ins_organicebbonus5 app_ios iOS App01.0
144370,74751,74751 210 paid_ins_organicsign up app_ios iOS App01.0
144372,42938,42938 85 paid_ins_organicfriend app_android Android App01.0
144374,200090,200090 8 paid_rtg_criteonew_intfriend app_android Android App01.0
144377,210071,210071 0 paid_ins_organicpartnership app_ios iOS App11.0
144380,81277,81277 70 paid_ins_organicpartnership app_android Android App01.0
144386,41044,41044 0 paid_ins_organicfriend app_ios iOS App11.0
144388,82450,82450 0 Directsign up app_android Android App11.0
144389,215223,215223 129 paid_rtg_criteonew_intsign up app_android Android App01.0
144398,10210,10210 0 Directsign up app_android Android App11.0
144401,93227,93227 0 paid_ins_organicfriend app_ios iOS App11.0
144409,68952,68952 89 paid_ins_organicfriend app_ios iOS App01.0
144416,82565,82565 0 paid_ins_organicfriend app_ios iOS App11.0
144418,185695,185695 313 paid_ins_organicebbonus5 app_android Android App01.0
144421,65376,65376 177 paid_ins_Apple Search Adsshinhancard6000 app_ios iOS App01.0
144424,92551,92551 43 Directfriend desktop Web01.0
144429,8402,8402 35 paid_ins_daumsign up app_ios iOS App01.0
144430,129066,129066 324 paid_ins_organicebbonus5 app_ios iOS App01.0
144449,178106,178106 0 paid_ins_organicsign up app_android Android App11.0
144454,113884,113884 268 Newsletterfriend desktop Web01.0
144459,170099,170099 0 paid_ins_organicpartnership app_ios iOS App11.0
144461,123403,123403 12 paid_ins_organicsign up app_android Android App01.0
144468,29483,29483 254 Extensionebbonus5 extension Browser Extension01.0
144469,128796,128796 0 paid_ins_organicsign up app_android Android App11.0
144470,17782,17782 55 paid_ins_organicpartnership app_android Android App01.0
144471,234869,234869 98 paid_ins_organicpartnership app_ios iOS App01.0
144473,4906,4906 0 paid_ins_organicfriend app_android Android App11.0
144475,95948,95948 0 paid_ins_organicsign up app_ios iOS App11.0
144476,115518,115518 267 Directebbonus5 desktop Web01.0
144479,13653,13653 158 paid_ins_organicshinhan6000 app_ios iOS App01.0
144494,61334,61334 11 paid_ins_af_bannersign up app_ios iOS App01.0
144509,85890,85890 133 Extensionvisa extension Browser Extension01.0
144512,94911,94911 0 Directpartnership desktop Web11.0
144514,86117,86117 16 paid_ins_organicpartnership app_ios iOS App01.0
144518,227904,227904 122 paid_ins_organicpartnership app_android Android App01.0
144523,247128,247128 0 paid_ins_organicfriend app_ios iOS App11.0
144530,140053,140053 274 paid_ins_organicebbonus5 app_android Android App01.0
144531,128722,128722 0 paid_ins_organicfriend app_ios iOS App11.0
144532,136355,136355 298 Paid Searchebbonus5 mobile_android Web01.0
144541,24878,24878 0 Directfriend app_android Android App11.0
144545,215684,215684 40 paid_ins_organicfriend app_android Android App01.0
144547,98678,98678 0 paid_ins_organicfriend app_ios iOS App11.0
144548,94038,94038 312 paid_rtg_Facebook Adsebbonus5 app_android Android App01.0
144556,142692,142692 0 paid_ins_organicpartnership app_android Android App11.0
144560,229520,229520 289 paid_ins_organicebbonus5 app_android Android App01.0
144562,197068,197068 316 paid_ins_organicfriend app_android Android App01.0
144563,95989,95989 0 paid_ins_organicfriend app_android Android App11.0
144564,230679,230679 247 paid_ins_organicebbonus5 app_android Android App01.0
144576,12887,12887 307 Socialebbonus5 mobile_android Web01.0
144577,180037,180037 0 paid_ins_organicsign up app_ios iOS App11.0
144579,28347,28347 318 paid_ins_organicebbonus5 app_android Android App01.0
144591,33460,33460 311 paid_ins_organicebbonus5 app_ios iOS App01.0
144594,218946,218946 199 paid_ins_naversign up app_ios iOS App01.0
144596,152557,152557 267 Extensionebbonus5 extension Browser Extension01.0
144598,215273,215273 264 Extensionebbonus5 extension Browser Extension01.0
144603,192998,192998 137 paid_ins_Facebook Adsfriend app_ios iOS App01.0
144606,90641,90641 297 Directebbonus5 app_android Android App01.0
144620,118997,118997 0 paid_ins_Facebook Adssign up app_android Android App11.0
144623,56810,56810 254 paid_ins_af_bannerebbonus5 app_android Android App01.0
144627,51071,51071 174 paid_ins_organicpartnership app_ios iOS App01.0
144628,178029,178029 161 paid_ins_organicpartnership app_android Android App01.0
144630,97387,97387 0 paid_ins_organicsign up app_android Android App11.0
144632,92710,92710 34 paid_ins_organicsign up app_android Android App01.0
144636,46300,46300 51 paid_ins_organicfriend app_android Android App01.0
144637,127199,127199 229 paid_ins_organicebbonus5 app_android Android App01.0
144638,24267,24267 337 Directapp5000bonus app_android Android App01.0
144641,104897,104897 280 Directebbonus5 mobile_android Web01.0
144643,60168,60168 112 paid_ins_organicfriend app_android Android App01.0
144648,4926,4926 331 paid_ins_Apple Search Adsebbonus5 app_ios iOS App01.0
144650,43649,43649 142 paid_rtg_criteonew_intpartnership app_android Android App01.0
144653,28188,28188 267 Paid Searchebbonus5 desktop Web01.0
144655,226000,226000 0 paid_ins_organicfriend app_android Android App11.0
144657,55356,55356 0 paid_ins_organicpartnership app_ios iOS App11.0
144660,184285,184285 181 paid_ins_organicsamsung10000 app_android Android App01.0
144662,30337,30337 58 paid_rtg_criteonew_intpartnership app_android Android App01.0
144664,229386,229386 0 paid_rtg_Facebook Adssign up app_ios iOS App11.0
144667,209988,209988 3 Directfriend app_ios iOS App01.0
144671,93105,93105 164 paid_ins_admax_intpartnership app_android Android App01.0
144673,71810,71810 239 Directebbonus5 app_android Android App01.0
144675,247164,247164 318 Directebbonus5 desktop Web01.0
144677,151292,151292 0 paid_ins_organicpartnership app_android Android App11.0
144684,38736,38736 285 paid_ins_organicebbonus5 app_ios iOS App01.0
144687,37184,37184 133 paid_ins_organicsign up app_ios iOS App01.0
144691,29439,29439 66 paid_ins_organicpartnership app_ios iOS App01.0
144695,111651,111651 125 Extensionsign up extension Browser Extension01.0
144702,1545,1545 256 Displayebbonus5 desktop Web01.0
144705,206845,206845 0 Paid Searchsign up desktop Web11.0
144706,201871,201871 262 Extensionebbonus5 extension Browser Extension01.0
144710,150665,150665 300 Directebbonus5 mobile_ios Web01.0
144712,201795,201795 0 paid_ins_googleadwords_intsign up app_android Android App11.0
144713,9482,9482 272 paid_ins_Apple Search Adssign up app_ios iOS App01.0
144725,223907,223907 95 paid_ins_restrictedsign up app_ios iOS App01.0
144726,14643,14643 0 paid_ins_organicfriend app_android Android App11.0
144740,37883,37883 273 Directsign up desktop Web01.0
144744,30012,30012 288 paid_ins_organicebbonus5 app_android Android App01.0
144746,58614,58614 36 paid_ins_Facebook Adssign up app_android Android App01.0
144751,132457,132457 1 paid_ins_organicfriend app_ios iOS App01.0
144752,172262,172262 269 Paid Searchebbonus5 desktop Web01.0
144761,677,677 32 Directfriend desktop Web01.0
144762,241816,241816 0 paid_ins_organicfriend app_ios iOS App11.0
144763,33664,33664 108 paid_ins_organicsign up app_ios iOS App01.0
144764,219146,219146 38 paid_ins_organicfriend app_ios iOS App01.0
144766,162613,162613 0 paid_ins_organicfriend app_android Android App11.0
144773,1293,1293 22 paid_ins_organicfriend app_android Android App01.0
144774,243812,243812 254 paid_ins_organicebbonus5 app_ios iOS App01.0
144775,34215,34215 20 paid_ins_organicfriend app_ios iOS App01.0
144776,146636,146636 0 paid_ins_organicfriend app_ios iOS App11.0
144780,2305,2305 28 paid_ins_organicpartnership app_ios iOS App01.0
144782,143213,143213 321 Newsletterebbonus5 desktop Web01.0
144783,237156,237156 91 paid_ins_organicfriend app_android Android App01.0
144793,235956,235956 245 Extensionebbonus5 extension Browser Extension01.0
144794,63829,63829 208 paid_ins_af_bannersms5k app_ios iOS App01.0
144797,173768,173768 0 paid_ins_organicpartnership app_android Android App11.0
144798,228838,228838 30 paid_rtg_criteonew_intsign up app_android Android App01.0
144802,199118,199118 0 paid_ins_organicpartnership app_ios iOS App11.0
144804,220437,220437 0 paid_ins_organicsign up app_ios iOS App11.0
144805,205938,205938 42 paid_ins_organicfriend app_android Android App01.0
144810,111825,111825 326 paid_ins_organicebbonus5 app_android Android App01.0
144811,10292,10292 227 Directebbonus5 app_android Android App01.0
144813,117915,117915 0 paid_ins_googleadwords_intsign up app_android Android App11.0
144816,236206,236206 168 Directsamsung10000 app_android Android App01.0
144819,81330,81330 46 paid_ins_organicpartnership app_ios iOS App01.0
144836,28854,28854 0 paid_ins_organicfriend app_ios iOS App11.0
144841,142303,142303 18 paid_ins_organicfriend app_android Android App01.0
144845,119026,119026 63 Extensionsign up extension Browser Extension01.0
144846,63377,63377 44 paid_ins_organicfriend app_android Android App01.0
144862,5321,5321 185 Extensionebbonus5 extension Browser Extension01.0
144864,103970,103970 284 paid_ins_organicebbonus5 app_android Android App01.0
144866,27876,27876 141 paid_ins_organicfriend app_android Android App01.0
144869,83029,83029 260 paid_ins_organicebbonus5 app_ios iOS App01.0
144871,62288,62288 254 Paid Searchebbonus5 mobile_ios Web01.0
144873,65747,65747 281 Directebbonus5 app_android Android App01.0
144875,35391,35391 11 paid_ins_organicsign up app_ios iOS App01.0
144877,27193,27193 85 paid_ins_organicsign up app_ios iOS App01.0
144882,41700,41700 248 Directfriend app_android Android App01.0
144889,147957,147957 1 paid_ins_organicfriend app_ios iOS App01.0
144892,6147,6147 0 paid_ins_restrictedfriend app_android Android App11.0
144893,87830,87830 207 paid_ins_organicsms5k app_android Android App01.0
144894,227801,227801 0 paid_ins_organicfriend app_ios iOS App11.0
144903,180830,180830 277 paid_ins_organicvipbonus app_ios iOS App01.0
144904,131732,131732 73 paid_ins_organicpartnership app_android Android App01.0
144907,198040,198040 252 Extensionebbonus5 extension Browser Extension01.0
144909,205992,205992 7 paid_ins_organicpartnership app_android Android App01.0
144912,28400,28400 28 paid_ins_organicsign up app_android Android App01.0
144913,94582,94582 205 paid_ins_organicebbonus5 app_ios iOS App01.0
144915,201,201 198 Directsign up app_android Android App01.0
144916,4143,4143 107 paid_ins_organicsign up app_android Android App01.0
144920,75273,75273 22 paid_ins_organicfriend app_android Android App01.0
144924,185836,185836 0 paid_ins_organicsign up app_android Android App11.0
144928,27209,27209 224 paid_ins_organicsign up app_ios iOS App01.0
144929,175137,175137 26 paid_ins_organicfriend app_android Android App01.0
144931,92884,92884 287 paid_ins_crmebbonus5 app_ios iOS App01.0
144940,208432,208432 223 paid_ins_organicebbonus5 app_android Android App01.0
144942,147770,147770 0 paid_ins_organicfriend app_android Android App11.0
144945,59772,59772 2 paid_ins_organicsign up app_android Android App01.0
144947,23684,23684 0 paid_ins_organicpartnership app_android Android App11.0
144948,164432,164432 264 paid_ins_organicebbonus5 app_ios iOS App01.0
144952,222973,222973 58 paid_ins_organicfriend app_android Android App01.0
144953,82314,82314 0 paid_ins_Facebook Adssign up app_ios iOS App11.0
144954,116316,116316 8 Directpartnership app_android Android App01.0
144955,3936,3936 224 paid_ins_organicsign up app_android Android App01.0
144961,18437,18437 281 Directebbonus5 desktop Web01.0
144962,178177,178177 296 paid_ins_organicebbonus5 app_android Android App01.0
144963,224343,224343 201 paid_ins_organicpartnership app_ios iOS App01.0
144965,230938,230938 0 paid_ins_googleadwords_intsign up app_android Android App11.0
144966,245112,245112 263 Displayebbonus5 desktop Web01.0
144968,96301,96301 289 paid_ins_organicebbonus5 app_android Android App01.0
144971,166314,166314 256 Newsletterebbonus5 desktop Web01.0
144976,37385,37385 284 paid_ins_organicebbonus5 app_ios iOS App01.0
144977,79777,79777 325 paid_ins_organicebbonus5 app_android Android App01.0
144981,100964,100964 71 paid_ins_organicsign up app_android Android App01.0
144983,47113,47113 0 paid_ins_googleadwords_intsign up app_android Android App11.0
144986,10849,10849 0 paid_ins_organicfriend app_ios iOS App11.0
144987,190826,190826 87 Extensionpartnership extension Browser Extension01.0
144988,222121,222121 314 paid_ins_organicsign up app_android Android App01.0
144995,246539,246539 0 paid_ins_googleadwords_intsign up app_android Android App11.0
145001,79814,79814 2 paid_ins_af_bannersign up app_android Android App01.0
145002,188981,188981 258 paid_ins_organicebbonus5 app_android Android App01.0
145007,181548,181548 3 paid_ins_organicpartnership app_android Android App01.0
145008,149321,149321 22 paid_ins_organicpartnership app_ios iOS App01.0
145013,217014,217014 336 paid_ins_organicebbonus5 app_ios iOS App01.0
145017,62450,62450 47 paid_ins_organicfriend app_ios iOS App01.0
145020,71828,71828 296 paid_ins_organicebbonus5 app_android Android App01.0
145023,13758,13758 290 Extensionebbonus5 extension Browser Extension01.0
145026,94869,94869 0 paid_ins_googleadwords_intsign up app_android Android App11.0
145027,138485,138485 242 paid_ins_organicebbonus5 app_ios iOS App01.0
145028,8172,8172 62 Directfriend desktop Web01.0
145034,41537,41537 308 paid_ins_organicebbonus5 app_android Android App01.0
145038,217257,217257 0 Directfriend app_android Android App11.0
145039,45543,45543 253 paid_ins_organicebbonus5 app_ios iOS App01.0
145042,5698,5698 298 paid_rtg_criteonew_intebbonus5 app_android Android App01.0
145046,193245,193245 0 Directfriend app_ios iOS App11.0
145048,237809,237809 57 paid_ins_organicfriend app_android Android App01.0
145050,94195,94195 15 paid_ins_googleadwords_intsign up app_android Android App01.0
145051,71004,71004 285 Extensionebbonus5 extension Browser Extension01.0
145052,123226,123226 3 paid_ins_organicsign up app_ios iOS App01.0
145053,102287,102287 75 Directsign up desktop Web01.0
145056,165397,165397 2 paid_ins_organicfriend app_ios iOS App01.0
145058,78643,78643 239 paid_ins_organicfriend app_ios iOS App01.0
145059,195299,195299 118 paid_ins_organicfriend app_android Android App01.0
145062,53008,53008 319 paid_ins_organicebbonus5 app_android Android App01.0
145063,128543,128543 112 paid_ins_organicsign up app_ios iOS App01.0
145066,213618,213618 167 paid_ins_organicfriend app_android Android App01.0
145075,229687,229687 12 paid_ins_organicsign up app_ios iOS App01.0
145077,91526,91526 124 paid_ins_organicsign up app_ios iOS App01.0
145079,125220,125220 285 Paid Searchebbonus5 desktop Web01.0
145087,152867,152867 227 paid_ins_organicvipbonus app_ios iOS App01.0
145089,204544,204544 0 paid_ins_gnmperformanckrsign up app_ios iOS App11.0
145092,57298,57298 1 Directfriend app_android Android App01.0
145093,126054,126054 0 paid_ins_organicpartnership app_ios iOS App11.0
145094,233045,233045 143 paid_ins_organicpartnership app_android Android App01.0
145098,1940,1940 41 paid_rtg_Facebook Adssign up app_ios iOS App01.0
145101,126740,126740 323 paid_ins_organicebbonus5 app_android Android App01.0
145105,178184,178184 295 paid_ins_organicvisa app_android Android App01.0
145108,791,791 64 paid_ins_organicsign up app_ios iOS App01.0
145110,214064,214064 12 Paid Searchsign up desktop Web01.0
145111,247123,247123 154 paid_ins_organicebbonus5 app_ios iOS App01.0
145112,125387,125387 301 paid_ins_organicebbonus5 app_android Android App01.0
145113,110530,110530 323 paid_ins_mappebbonus5 app_ios iOS App01.0
145116,13874,13874 203 paid_ins_organicshinhan6000 app_ios iOS App01.0
145118,38904,38904 1 paid_ins_organicsign up app_ios iOS App01.0
145119,127074,127074 0 paid_ins_organicfriend app_android Android App11.0
145121,46357,46357 0 paid_ins_organicsign up app_ios iOS App11.0
145122,25413,25413 339 paid_ins_organicebbonus5 app_android Android App01.0
145123,58776,58776 0 paid_ins_Facebook Adssign up app_android Android App11.0
145126,207321,207321 268 Extensionebbonus5 extension Browser Extension01.0
145128,210122,210122 114 paid_ins_organicpartnership app_ios iOS App01.0
145132,165529,165529 332 paid_ins_organicebbonus5 app_android Android App01.0
145133,196994,196994 9 paid_ins_organicfriend app_ios iOS App01.0
145136,233594,233594 14 paid_ins_organicfriend app_android Android App01.0
145137,187803,187803 133 paid_ins_organicpartnership app_android Android App01.0
145140,106760,106760 0 paid_ins_organicfriend app_android Android App11.0
145141,43737,43737 284 paid_ins_organicsign up app_ios iOS App01.0
145143,40699,40699 29 paid_ins_organicsign up app_android Android App01.0
145145,181403,181403 123 paid_ins_organicpartnership app_android Android App01.0
145146,158444,158444 1 paid_rtg_criteonew_intsign up app_android Android App01.0
145150,64288,64288 59 Directsign up app_android Android App01.0
145151,13124,13124 328 Newsletterebbonus5 desktop Web01.0
145152,9022,9022 5 paid_ins_organicsign up app_ios iOS App01.0
145153,227927,227927 316 paid_ins_organicebbonus5 app_android Android App01.0
145155,58443,58443 272 paid_ins_organicsign up app_ios iOS App01.0
145159,172106,172106 68 Directsign up app_ios iOS App01.0
145163,63723,63723 301 paid_ins_organicebbonus5 app_android Android App01.0
145167,152903,152903 15 paid_ins_organicfriend app_android Android App01.0
145168,176843,176843 269 paid_ins_organicebbonus5 app_android Android App01.0
145174,112595,112595 0 paid_ins_organicfriend app_android Android App11.0
145175,89014,89014 335 Directebbonus5 mobile_android Web01.0
145176,200464,200464 201 paid_ins_organicsamsung10000 app_android Android App01.0
145181,32748,32748 0 paid_ins_organicfriend app_android Android App11.0
145183,2725,2725 281 paid_ins_Apple Search Adsebbonus5 app_ios iOS App01.0
145186,65100,65100 109 paid_ins_organicfriend app_android Android App01.0
145192,23043,23043 0 paid_ins_organicfriend app_ios iOS App11.0
145197,181394,181394 194 paid_ins_af_bannersign up app_ios iOS App01.0
145198,249322,249322 4 Directsign up app_android Android App01.0
145199,137170,137170 0 paid_ins_restrictedsign up app_android Android App11.0
145200,199783,199783 220 paid_ins_organicebbonus5 app_ios iOS App01.0
145204,164282,164282 92 paid_rtg_criteonew_intfriend app_android Android App01.0
145205,60679,60679 194 paid_ins_organicsign up app_ios iOS App01.0
145209,168133,168133 9 paid_rtg_criteonew_intfriend app_ios iOS App01.0
145211,178904,178904 40 Directsign up app_android Android App01.0
145215,20,20 33 Extensionsign up extension Browser Extension01.0
145217,239461,239461 25 paid_ins_organicpartnership app_ios iOS App01.0
145219,205280,205280 0 paid_ins_organicsign up app_ios iOS App11.0
145222,140568,140568 53 Extensionkinda extension Browser Extension01.0
145223,25259,25259 246 Directebbonus5 mobile_ios Web01.0
145227,239326,239326 66 paid_ins_organicfriend app_android Android App01.0
145228,915,915 0 paid_rtg_criteonew_intfriend app_android Android App11.0
145231,223618,223618 312 paid_ins_organicebbonus5 app_android Android App01.0
145232,143487,143487 54 paid_ins_organicfriend app_android Android App01.0
145234,208173,208173 0 paid_rtg_criteonew_intfriend app_android Android App11.0
145236,43175,43175 101 paid_ins_organicfriend app_android Android App01.0
145239,163467,163467 0 paid_ins_organicsign up app_ios iOS App11.0
145241,77210,77210 154 paid_ins_organicvisa app_ios iOS App01.0
145242,214205,214205 296 paid_ins_organicebbonus5 app_android Android App01.0
145243,165090,165090 82 paid_rtg_criteonew_intpartnership app_android Android App01.0
145245,75911,75911 261 paid_rtg_criteonew_intsign up app_android Android App01.0
145246,91785,91785 86 Directpartnership app_android Android App01.0
145251,88205,88205 50 paid_ins_organicfriend app_android Android App01.0
145252,239409,239409 34 paid_rtg_criteonew_intsign up app_android Android App01.0
145255,89863,89863 84 Extensionsign up extension Browser Extension01.0
145261,6437,6437 0 paid_ins_organicsign up app_ios iOS App11.0
145264,178012,178012 0 paid_ins_organicsign up app_android Android App11.0
145266,68991,68991 0 paid_ins_organicpartnership app_ios iOS App11.0
145268,44643,44643 319 paid_ins_organicebbonus5 app_android Android App01.0
145281,82569,82569 254 paid_ins_organicebbonus5 app_ios iOS App01.0
145283,206720,206720 175 paid_rtg_criteonew_intsign up app_android Android App01.0
145284,123220,123220 325 Directebbonus5 app_ios iOS App01.0
145288,218775,218775 0 paid_ins_organicfriend app_ios iOS App11.0
145289,173973,173973 1 paid_ins_organicfriend app_ios iOS App01.0
145291,36164,36164 324 paid_ins_naverfriend app_android Android App01.0
145295,179348,179348 2 paid_ins_organicfriend app_android Android App01.0
145297,75051,75051 35 Directfriend desktop Web01.0
145302,130423,130423 275 Directebbonus5 app_ios iOS App01.0
145308,44623,44623 0 paid_ins_organicfriend app_ios iOS App11.0
145312,13613,13613 257 paid_ins_organicebbonus5 app_ios iOS App01.0
145315,25044,25044 25 Directfriend app_android Android App01.0
145319,29770,29770 258 Directebbonus5 mobile_android Web01.0
145320,76044,76044 0 paid_ins_Facebook Adssign up app_android Android App11.0
145321,33412,33412 205 paid_ins_organicvisa5000 app_ios iOS App01.0
145322,152013,152013 305 Paid Searchebbonus5 desktop Web01.0
145323,103852,103852 45 paid_ins_organicpartnership app_android Android App01.0
145326,243799,243799 16 Directpartnership desktop Web01.0
145327,145103,145103 173 paid_ins_restrictedfriend app_android Android App01.0
145330,154880,154880 4 paid_ins_googleadwords_intfriend app_android Android App01.0
145333,161433,161433 56 Directpartnership app_android Android App01.0
145343,196231,196231 256 paid_ins_organicebbonus5 app_android Android App01.0
145347,46812,46812 1 paid_rtg_criteonew_intfriend app_android Android App01.0
145348,249892,249892 321 paid_ins_organicebbonus5 app_android Android App01.0
145351,200082,200082 276 Extensionebbonus5 extension Browser Extension01.0
145354,58366,58366 13 Extensionsign up extension Browser Extension01.0
145356,132805,132805 0 paid_ins_organicpartnership app_android Android App11.0
145358,201275,201275 264 Extensionebbonus5 extension Browser Extension01.0
145361,154668,154668 260 Directebbonus5 desktop Web01.0
145362,45850,45850 14 Directsign up mobile_android Web01.0
145363,217205,217205 285 paid_ins_googleadwords_intebbonus5 app_android Android App01.0
145370,118790,118790 0 paid_ins_organicfriend app_ios iOS App11.0
145372,224080,224080 0 paid_ins_organicfriend app_ios iOS App11.0
145373,159961,159961 128 Extensionsign up extension Browser Extension01.0
145374,137164,137164 1 paid_ins_organicfriend app_ios iOS App01.0
145375,118011,118011 5 paid_ins_organicsign up app_ios iOS App01.0
145376,239125,239125 97 paid_ins_organicpartnership app_android Android App01.0
145380,126611,126611 225 paid_ins_organicebbonus5 app_android Android App01.0
