,user_id,combined_features
41353,246215,246215 308 paid_ins_af_bannerebbonus5 app_ios iOS App04.0
41367,184493,184493 176 paid_ins_Facebook Adssign up app_android Android App04.0
41373,199272,199272 113 paid_ins_googleadwords_intsign up app_android Android App04.0
41374,100713,100713 0 paid_ins_organicfriend app_ios iOS App14.0
41384,245663,245663 129 paid_ins_organicsign up app_android Android App04.0
41389,69321,69321 329 paid_ins_organicebbonus5 app_android Android App04.0
41399,209190,209190 40 paid_ins_organicsign up app_android Android App04.0
41402,228904,228904 1 paid_ins_organicpartnership app_android Android App04.0
41407,27472,27472 0 paid_ins_organicsign up app_android Android App14.0
41419,147877,147877 11 paid_ins_organicsign up app_ios iOS App04.0
41435,107335,107335 307 paid_ins_Apple Search Adsebbonus5 app_ios iOS App04.0
41443,243748,243748 13 paid_ins_organicsign up app_ios iOS App04.0
41444,100294,100294 341 paid_ins_organicebbonus5 app_ios iOS App04.0
41445,146498,146498 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
41452,56625,56625 300 paid_ins_organicsign up app_ios iOS App04.0
41475,240101,240101 125 paid_ins_organicpartnership app_android Android App04.0
41492,115608,115608 249 paid_ins_organicebbonus5 app_ios iOS App04.0
41497,152693,152693 316 paid_ins_organicebbonus5 app_android Android App04.0
41500,232716,232716 279 paid_ins_organicsign up app_android Android App04.0
41514,183940,183940 253 paid_ins_organicebbonus5 app_android Android App04.0
41516,60867,60867 102 paid_ins_organicsign up app_android Android App04.0
41520,135089,135089 74 paid_ins_organicfriend app_android Android App04.0
41532,77526,77526 33 paid_ins_organicfriend app_ios iOS App04.0
41540,199773,199773 317 paid_ins_organicebbonus5 app_android Android App04.0
41544,225197,225197 0 paid_ins_organicpartnership app_ios iOS App14.0
41560,195947,195947 41 paid_ins_organicfriend app_ios iOS App04.0
41573,126842,126842 308 paid_ins_organicebbonus5 app_ios iOS App04.0
41579,138849,138849 175 paid_ins_organickinda app_ios iOS App04.0
41585,212788,212788 20 paid_ins_organicfriend app_android Android App04.0
41586,244402,244402 0 paid_ins_organicpartnership app_ios iOS App14.0
41589,235673,235673 0 paid_ins_organicfriend app_android Android App14.0
41591,238852,238852 121 paid_ins_organicpartnership app_android Android App04.0
41592,19497,19497 192 paid_ins_organicpartnership app_ios iOS App04.0
41599,108380,108380 0 paid_ins_organicsign up app_android Android App14.0
41618,203305,203305 13 paid_ins_organicfriend app_ios iOS App04.0
41630,110823,110823 12 paid_ins_organicfriend app_android Android App04.0
41636,198247,198247 0 paid_ins_organicpartnership app_ios iOS App14.0
41637,178206,178206 200 paid_ins_organicsign up app_android Android App04.0
41656,94370,94370 334 paid_ins_organicebbonus5 app_android Android App04.0
41659,7247,7247 150 paid_ins_Apple Search Adsvisa app_ios iOS App04.0
41678,167727,167727 196 paid_ins_organicsign up app_ios iOS App04.0
41679,218167,218167 302 paid_ins_organicebbonus5 app_ios iOS App04.0
41680,8745,8745 274 paid_ins_organicebbonus5 app_android Android App04.0
41690,217907,217907 0 paid_ins_organicsign up app_android Android App14.0
41707,181451,181451 294 paid_ins_organicebbonus5 app_ios iOS App04.0
41725,163638,163638 14 paid_ins_Facebook Adssign up app_ios iOS App04.0
41728,10395,10395 314 paid_ins_af_bannerebbonus5 app_android Android App04.0
41730,238171,238171 238 paid_ins_organicsign up app_ios iOS App04.0
41732,240919,240919 0 paid_ins_organicpartnership app_ios iOS App14.0
41752,150063,150063 312 paid_ins_organicebbonus5 app_android Android App04.0
41764,36353,36353 13 paid_ins_organicpartnership app_ios iOS App04.0
41765,140706,140706 0 paid_ins_organicfriend app_android Android App14.0
41772,218109,218109 332 paid_ins_organicebbonus5 app_android Android App04.0
41773,76835,76835 187 paid_ins_organicsign up app_ios iOS App04.0
41782,159090,159090 248 paid_ins_organicvisa app_android Android App04.0
41783,122831,122831 132 paid_ins_restrictedsign up app_android Android App04.0
41802,4353,4353 55 paid_ins_organicfriend app_ios iOS App04.0
41804,103927,103927 316 paid_ins_organicebbonus5 app_android Android App04.0
41811,83536,83536 308 paid_ins_organicebbonus5 app_ios iOS App04.0
41823,146354,146354 308 paid_ins_organicebbonus5 app_ios iOS App04.0
41825,133207,133207 207 paid_ins_organicsuperpr app_android Android App04.0
41840,214468,214468 214 paid_ins_organicsign up app_ios iOS App04.0
41845,102499,102499 305 paid_ins_organicebbonus5 app_ios iOS App04.0
41848,242587,242587 318 paid_ins_organicebbonus5 app_ios iOS App04.0
41851,181130,181130 0 paid_ins_Facebook Adssign up app_android Android App14.0
41858,94685,94685 333 paid_ins_organicebbonus5 app_android Android App04.0
41867,70635,70635 250 paid_ins_googleadwords_intsign up app_android Android App04.0
41868,183728,183728 337 paid_ins_organicebbonus5 app_ios iOS App04.0
41883,152691,152691 137 paid_ins_organicfriend app_android Android App04.0
41887,150389,150389 55 paid_ins_organicsign up app_android Android App04.0
41899,94679,94679 0 paid_ins_organicpartnership app_android Android App14.0
41904,82054,82054 30 Directfriend app_ios iOS App04.0
41924,101447,101447 286 paid_ins_organicebbonus5 app_ios iOS App04.0
41939,50053,50053 0 paid_ins_organicsign up app_android Android App14.0
41942,170607,170607 328 paid_ins_organicebbonus5 app_android Android App04.0
41950,250282,250282 138 paid_ins_organicsign up app_ios iOS App04.0
41954,19228,19228 325 paid_ins_organicebbonus5 app_android Android App04.0
41964,86449,86449 307 paid_ins_organicvipbonus app_ios iOS App04.0
41965,56848,56848 196 paid_ins_organicfriend app_ios iOS App04.0
41975,180865,180865 228 paid_ins_organicebbonus5 app_android Android App04.0
41979,230954,230954 113 paid_ins_organicsign up app_android Android App04.0
41980,222675,222675 117 paid_ins_organicsign up app_android Android App04.0
41983,6614,6614 243 paid_ins_organicsign up app_ios iOS App04.0
41985,228182,228182 293 paid_ins_organicvipbonus app_android Android App04.0
41986,140339,140339 205 Directebbonus5 app_ios iOS App04.0
41996,177566,177566 14 paid_ins_organicpartnership app_ios iOS App04.0
41999,149205,149205 333 paid_ins_organicebbonus5 app_android Android App04.0
42013,183471,183471 273 paid_ins_organicvip15000 app_ios iOS App04.0
42022,208648,208648 1 paid_ins_organicsign up app_android Android App04.0
42024,229283,229283 13 paid_ins_organicfriend app_ios iOS App04.0
42034,138274,138274 123 paid_ins_Facebook Adssign up app_android Android App04.0
42038,171519,171519 321 paid_ins_organicebbonus5 app_android Android App04.0
42042,248260,248260 247 paid_ins_organicfriend app_ios iOS App04.0
42059,65240,65240 317 paid_ins_organicebbonus5 app_android Android App04.0
42073,89537,89537 306 paid_ins_organicsign up app_ios iOS App04.0
42074,86737,86737 90 Directsign up app_ios iOS App04.0
42076,11895,11895 270 paid_ins_organicsign up app_ios iOS App04.0
42090,172360,172360 23 paid_ins_organicsign up app_ios iOS App04.0
42096,43773,43773 48 paid_ins_organicfriend app_ios iOS App04.0
42098,175870,175870 315 paid_ins_organicfriend app_ios iOS App04.0
42104,146842,146842 213 paid_ins_organicshinhancard6000 app_android Android App04.0
42109,16271,16271 0 paid_ins_restrictedfriend app_android Android App14.0
42116,159772,159772 326 paid_ins_organicebbonus5 app_android Android App04.0
42127,128970,128970 270 paid_ins_organicvipbonus app_ios iOS App04.0
42138,175222,175222 306 paid_ins_organicvisa app_android Android App04.0
42141,14290,14290 269 paid_ins_organicebbonus5 app_android Android App04.0
42144,112391,112391 53 paid_ins_organicpartnership app_ios iOS App04.0
42151,23013,23013 120 paid_ins_organicsign up app_android Android App04.0
42153,131174,131174 44 paid_ins_organicfriend app_android Android App04.0
42154,203406,203406 321 paid_ins_organicebbonus5 app_android Android App04.0
42155,177910,177910 318 Directebbonus5 app_android Android App04.0
42161,114252,114252 276 paid_ins_organicsign up app_android Android App04.0
42167,55474,55474 217 paid_ins_organicshinhan6000 app_android Android App04.0
42173,197594,197594 330 paid_ins_organicebbonus5 app_ios iOS App04.0
42177,33301,33301 170 paid_ins_organicsign up app_android Android App04.0
42183,100535,100535 77 paid_ins_organicpartnership app_ios iOS App04.0
42188,224086,224086 304 paid_ins_organicebbonus5 app_ios iOS App04.0
42193,108889,108889 320 paid_ins_organicebbonus5 app_ios iOS App04.0
42194,197427,197427 118 paid_ins_organicpartnership app_android Android App04.0
42199,42552,42552 0 Directsign up app_android Android App14.0
42206,65017,65017 16 paid_ins_googleadwords_intsign up app_android Android App04.0
42207,241804,241804 314 paid_ins_af_bannerebbonus5 app_ios iOS App04.0
42208,88309,88309 109 paid_ins_organicsign up app_android Android App04.0
42209,190519,190519 340 paid_ins_organicebbonus5 app_android Android App04.0
42211,28967,28967 164 paid_ins_organicpartnership app_ios iOS App04.0
42215,117254,117254 258 paid_ins_organicebbonus5 app_android Android App04.0
42222,201410,201410 167 paid_ins_organicfriend app_ios iOS App04.0
42224,5580,5580 303 paid_ins_organicebbonus5 app_android Android App04.0
42226,149234,149234 0 Directpartnership app_android Android App14.0
42236,206778,206778 27 paid_ins_organicfriend app_android Android App04.0
42251,146887,146887 0 paid_ins_organicfriend app_android Android App14.0
42254,22158,22158 259 paid_ins_organicebbonus5 app_ios iOS App04.0
42259,25541,25541 1 paid_ins_af_bannersign up app_android Android App04.0
42261,124974,124974 239 Directsign up app_ios iOS App04.0
42264,36088,36088 18 paid_ins_organicpartnership app_ios iOS App04.0
42270,189091,189091 0 paid_ins_organicsign up app_ios iOS App14.0
42288,36652,36652 0 paid_ins_organicpartnership app_ios iOS App14.0
42289,162801,162801 301 paid_ins_organickakaopush app_ios iOS App04.0
42293,142267,142267 209 paid_ins_organicsign up app_android Android App04.0
42305,183571,183571 304 paid_ins_organicebbonus5 app_ios iOS App04.0
42310,69358,69358 241 paid_ins_organicebbonus5 app_android Android App04.0
42313,207109,207109 0 paid_ins_organicpartnership app_ios iOS App14.0
42316,108461,108461 126 paid_ins_organicpartnership app_android Android App04.0
42318,121777,121777 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
42320,119787,119787 57 paid_ins_organicsign up app_android Android App04.0
42323,131088,131088 307 paid_ins_organicebbonus5 app_android Android App04.0
42326,30871,30871 0 paid_ins_organicsign up app_ios iOS App14.0
42330,62494,62494 0 paid_ins_organicpartnership app_android Android App14.0
42331,39769,39769 202 paid_ins_organicebbonus5 app_android Android App04.0
42336,149263,149263 0 paid_ins_organicpartnership app_android Android App14.0
42340,30073,30073 0 paid_ins_Facebook Adssign up app_ios iOS App14.0
42367,232711,232711 120 paid_ins_organicsign up app_android Android App04.0
42368,168020,168020 290 paid_ins_organicebbonus5 app_android Android App04.0
42373,201483,201483 152 paid_ins_Facebook Adssign up app_android Android App04.0
42382,39383,39383 313 paid_ins_organicebbonus5 app_ios iOS App04.0
42392,158449,158449 335 paid_ins_organicebbonus5 app_android Android App04.0
42400,71789,71789 324 paid_ins_af_bannerebbonus5 app_ios iOS App04.0
42407,208191,208191 113 paid_ins_organicpartnership app_ios iOS App04.0
42428,55091,55091 295 paid_ins_organicvipbonus app_android Android App04.0
42429,233107,233107 109 paid_ins_organicsign up app_ios iOS App04.0
42435,181609,181609 31 Directpartnership app_android Android App04.0
42436,180361,180361 21 paid_ins_organicpartnership app_android Android App04.0
42443,218636,218636 267 paid_ins_organicebbonus5 app_ios iOS App04.0
42446,82081,82081 0 Directsign up app_android Android App14.0
42454,8801,8801 0 paid_ins_af_bannersign up app_android Android App14.0
42457,205801,205801 39 paid_ins_organicfriend app_android Android App04.0
42465,159172,159172 318 paid_ins_organicebbonus5 app_ios iOS App04.0
42473,94583,94583 0 paid_ins_organicfriend app_ios iOS App14.0
42483,4222,4222 31 paid_ins_organicsign up app_ios iOS App04.0
42489,208155,208155 4 paid_ins_organicpartnership app_android Android App04.0
42490,69220,69220 0 paid_ins_organicpartnership app_android Android App14.0
42501,226198,226198 252 paid_ins_organicebbonus5 app_ios iOS App04.0
42503,190392,190392 226 paid_ins_organicebbonus5 app_android Android App04.0
42507,182468,182468 338 paid_ins_Apple Search Adsebbonus5 app_ios iOS App04.0
42511,41382,41382 127 paid_ins_organicfriend app_android Android App04.0
42528,167090,167090 134 paid_ins_Facebook Adssign up app_android Android App04.0
42533,141268,141268 157 paid_ins_organicsign up app_ios iOS App04.0
42538,232762,232762 278 paid_ins_organicebbonus5 app_android Android App04.0
42558,71821,71821 0 paid_ins_organicsign up app_ios iOS App14.0
42561,150104,150104 225 paid_ins_organicebbonus5 app_ios iOS App04.0
42564,39938,39938 219 paid_ins_organicfriend app_ios iOS App04.0
42586,98437,98437 0 paid_ins_organicpartnership app_android Android App14.0
42603,234344,234344 0 paid_ins_organicpartnership app_ios iOS App14.0
42623,226610,226610 0 paid_ins_Facebook Adsfriend app_android Android App14.0
42627,100434,100434 106 paid_ins_organicpartnership app_android Android App04.0
42641,226854,226854 0 paid_ins_organicpartnership app_android Android App14.0
42648,127518,127518 119 Directsign up app_android Android App04.0
42654,15682,15682 0 paid_ins_Facebook Adssign up app_android Android App14.0
42656,119587,119587 55 paid_ins_organicsign up app_android Android App04.0
42664,214694,214694 306 paid_ins_organicebbonus5 app_android Android App04.0
42674,126018,126018 10 paid_ins_organicsign up app_ios iOS App04.0
42675,199955,199955 226 paid_ins_organicsign up app_ios iOS App04.0
42677,158601,158601 120 paid_ins_organicpartnership app_android Android App04.0
42683,239372,239372 0 paid_ins_Facebook Adssign up app_android Android App14.0
42685,160122,160122 316 paid_ins_organicebbonus5 app_android Android App04.0
42692,175149,175149 203 paid_ins_organicshinhan6000 app_ios iOS App04.0
42708,249995,249995 128 paid_ins_organicfriend app_ios iOS App04.0
42716,225441,225441 315 paid_ins_organicebbonus5 app_ios iOS App04.0
42727,4375,4375 79 paid_ins_organicsign up app_android Android App04.0
42729,206420,206420 310 paid_ins_organicebbonus5 app_android Android App04.0
42738,171337,171337 210 paid_ins_organicvisa app_android Android App04.0
42743,208385,208385 300 paid_ins_organicebbonus5 app_ios iOS App04.0
42752,165966,165966 315 paid_ins_organicebbonus5 app_ios iOS App04.0
42754,33429,33429 0 paid_ins_organicfriend app_android Android App14.0
42757,144392,144392 305 paid_ins_organicsign up app_ios iOS App04.0
42768,54888,54888 15 paid_ins_organicsign up app_android Android App04.0
42769,149457,149457 338 paid_ins_organicapp5000 app_android Android App04.0
42783,215316,215316 335 paid_ins_organicebbonus5 app_android Android App04.0
42787,30688,30688 2 paid_ins_organicfriend app_android Android App04.0
42792,246019,246019 323 paid_ins_organicebbonus5 app_android Android App04.0
42803,36383,36383 291 paid_ins_organicebbonus5 app_android Android App04.0
42820,100848,100848 39 paid_ins_organicfriend app_ios iOS App04.0
42844,238408,238408 143 paid_ins_organicsign up app_android Android App04.0
42849,28552,28552 10 paid_ins_organicpartnership app_android Android App04.0
42854,153577,153577 281 paid_ins_organicvipbonus app_android Android App04.0
42860,143015,143015 1 Directsign up app_android Android App04.0
42862,62408,62408 331 paid_ins_organicebbonus5 app_android Android App04.0
42866,97417,97417 177 paid_ins_organicshinhancard6000 app_android Android App04.0
42882,96546,96546 330 paid_ins_organicsign up app_android Android App04.0
42885,55810,55810 1 paid_ins_organicsign up app_ios iOS App04.0
42886,118440,118440 303 paid_ins_naversign up app_android Android App04.0
42910,84517,84517 12 paid_ins_organicsign up app_ios iOS App04.0
42911,121086,121086 259 paid_ins_organicebbonus5 app_android Android App04.0
42920,15736,15736 300 paid_ins_organicebbonus5 app_android Android App04.0
42930,40128,40128 111 paid_ins_af_bannersign up app_android Android App04.0
42956,33603,33603 119 paid_ins_organicpartnership app_ios iOS App04.0
42966,73809,73809 1 paid_ins_Facebook Adssign up app_android Android App04.0
42968,47106,47106 58 paid_ins_organicsign up app_android Android App04.0
42974,109569,109569 252 paid_ins_naverebbonus5 app_android Android App04.0
43005,132639,132639 284 Directsign up app_ios iOS App04.0
43022,201186,201186 338 paid_ins_Facebook Adsebbonus5 app_ios iOS App04.0
43026,211395,211395 208 paid_ins_organicsign up app_ios iOS App04.0
43027,6698,6698 336 paid_ins_organicebbonus5 app_android Android App04.0
43033,165073,165073 26 paid_ins_af_bannersign up app_android Android App04.0
43047,202278,202278 336 paid_ins_organicebbonus5 app_android Android App04.0
43048,237687,237687 0 paid_ins_organicpartnership app_ios iOS App14.0
43053,107405,107405 313 paid_ins_organicebbonus5 app_android Android App04.0
43054,13525,13525 319 paid_ins_organicebbonus5 app_android Android App04.0
43066,51100,51100 205 paid_ins_organicsign up app_ios iOS App04.0
43068,162944,162944 302 paid_ins_organicebbonus5 app_android Android App04.0
43077,26317,26317 138 paid_ins_organicsign up app_android Android App04.0
43082,108006,108006 229 paid_ins_organicsign up app_ios iOS App04.0
43088,160733,160733 93 paid_ins_organicpartnership app_android Android App04.0
43097,66756,66756 282 paid_ins_organicfriend app_android Android App04.0
43099,184909,184909 154 Directsign up app_ios iOS App04.0
43108,246388,246388 215 Directfriend app_android Android App04.0
43127,114147,114147 220 paid_ins_organicsign up app_ios iOS App04.0
43133,158357,158357 26 paid_ins_organicsign up app_android Android App04.0
43135,89770,89770 215 paid_ins_organicfriend app_android Android App04.0
43136,74414,74414 107 paid_ins_organicsign up app_ios iOS App04.0
43143,23545,23545 317 paid_ins_organicebbonus5 app_ios iOS App04.0
43146,157939,157939 13 paid_ins_organicsign up app_ios iOS App04.0
43149,215347,215347 113 paid_ins_organicsign up app_ios iOS App04.0
43152,40635,40635 217 paid_ins_organicsign up app_android Android App04.0
43156,83079,83079 0 paid_ins_organicpartnership app_android Android App14.0
43172,43208,43208 314 paid_ins_organicebbonus5 app_ios iOS App04.0
43175,120667,120667 331 paid_ins_organicebbonus5 app_android Android App04.0
43182,52203,52203 281 paid_ins_organicvipbonus app_android Android App04.0
43188,161588,161588 16 paid_ins_organicsign up app_ios iOS App04.0
43193,7330,7330 230 paid_ins_organicebbonus5 app_android Android App04.0
43194,202560,202560 291 paid_ins_organicsign up app_android Android App04.0
43198,27455,27455 325 paid_ins_organicebbonus5 app_ios iOS App04.0
43208,133603,133603 240 paid_ins_organicebbonus5 app_android Android App04.0
43211,54078,54078 0 paid_ins_organicfriend app_android Android App14.0
43216,140810,140810 341 paid_ins_organicebbonus5 app_ios iOS App04.0
43221,237629,237629 125 paid_ins_organicpartnership app_android Android App04.0
43232,144577,144577 279 paid_ins_organicvipbonus app_ios iOS App04.0
43237,9748,9748 0 paid_ins_organicfriend app_android Android App14.0
43239,232827,232827 287 paid_ins_organicsign up app_android Android App04.0
43244,243118,243118 93 paid_ins_Facebook Adssign up app_android Android App04.0
43245,106036,106036 181 paid_ins_organicsign up app_ios iOS App04.0
43281,125210,125210 334 paid_ins_organicebbonus5 app_android Android App04.0
43286,237646,237646 265 paid_ins_organicsign up app_ios iOS App04.0
43291,30283,30283 320 paid_ins_organicebbonus5 app_android Android App04.0
43293,202306,202306 1 paid_ins_naverfriend app_android Android App04.0
43303,160486,160486 335 paid_ins_organicebbonus5 app_android Android App04.0
43304,157522,157522 40 paid_ins_organicfriend app_android Android App04.0
43305,157092,157092 267 Directvisa app_ios iOS App04.0
43310,57188,57188 173 paid_ins_organicsign up app_android Android App04.0
43311,185046,185046 1 paid_ins_organicpartnership app_ios iOS App04.0
43313,151260,151260 26 paid_ins_organicpartnership app_ios iOS App04.0
43324,118987,118987 182 paid_ins_organicsign up app_android Android App04.0
43332,171291,171291 171 paid_ins_organicpartnership app_ios iOS App04.0
43340,114881,114881 302 paid_ins_organicsign up app_android Android App04.0
43341,103604,103604 338 paid_ins_organicebbonus5 app_android Android App04.0
43354,149300,149300 300 paid_ins_organicebbonus5 app_android Android App04.0
43355,151575,151575 297 paid_ins_organicebbonus5 app_android Android App04.0
43366,49128,49128 292 paid_ins_organicsign up app_android Android App04.0
43368,71995,71995 335 paid_ins_organicebbonus5 app_ios iOS App04.0
43369,43440,43440 245 Directsign up app_android Android App04.0
43375,186839,186839 13 paid_ins_organicfriend app_ios iOS App04.0
43382,53978,53978 0 paid_ins_organicsign up app_android Android App14.0
43386,414,414 335 paid_ins_organicebbonus5 app_android Android App04.0
43389,7490,7490 241 Directebbonus5 app_android Android App04.0
43390,45523,45523 0 paid_ins_organicsign up app_ios iOS App14.0
43404,170095,170095 0 paid_ins_organicsign up app_ios iOS App14.0
43410,61138,61138 0 paid_ins_organicpartnership app_android Android App14.0
43420,93117,93117 296 paid_ins_organicsign up app_ios iOS App04.0
43424,69268,69268 23 paid_ins_organicfriend app_ios iOS App04.0
43442,5951,5951 0 Directsign up app_ios iOS App14.0
43448,74189,74189 0 paid_ins_organicpartnership app_ios iOS App14.0
43449,81718,81718 0 paid_ins_organicsign up app_ios iOS App14.0
43456,123651,123651 325 paid_ins_organicebbonus5 app_android Android App04.0
43464,61392,61392 319 paid_ins_af_bannerebbonus5 app_android Android App04.0
43465,96930,96930 1 paid_ins_organicpartnership app_android Android App04.0
43466,89746,89746 263 paid_ins_organicsign up app_ios iOS App04.0
43468,147091,147091 0 paid_ins_organicsign up app_android Android App14.0
43479,62181,62181 78 paid_ins_organicfriend app_android Android App04.0
43484,39783,39783 4 paid_ins_organicfriend app_android Android App04.0
43485,54727,54727 255 paid_ins_organicsign up app_android Android App04.0
43494,194602,194602 252 paid_ins_af_bannerebbonus5 app_android Android App04.0
43502,222778,222778 139 paid_ins_organicfriend app_ios iOS App04.0
43505,15235,15235 314 paid_ins_organicsign up app_android Android App04.0
43511,150126,150126 0 paid_ins_organicpartnership app_ios iOS App14.0
43513,199918,199918 123 paid_ins_organicpartnership app_ios iOS App04.0
43518,177858,177858 115 paid_ins_organicpartnership app_android Android App04.0
43538,179640,179640 7 paid_ins_organicpartnership app_ios iOS App04.0
43541,178751,178751 10 paid_ins_Facebook Adssign up app_ios iOS App04.0
43542,172298,172298 14 paid_ins_organicpartnership app_android Android App04.0
43553,93116,93116 168 paid_ins_organicsign up app_ios iOS App04.0
43554,183981,183981 0 paid_ins_organicpartnership app_ios iOS App14.0
43555,159764,159764 314 paid_ins_organicebbonus5 app_ios iOS App04.0
43556,186263,186263 302 paid_ins_organicebbonus5 app_ios iOS App04.0
43570,232468,232468 327 paid_ins_organicsign up app_ios iOS App04.0
43572,33198,33198 329 paid_ins_organicebbonus5 app_ios iOS App04.0
43595,13712,13712 38 paid_ins_Facebook Adssign up app_ios iOS App04.0
43597,89961,89961 0 paid_ins_organicsign up app_android Android App14.0
43603,231711,231711 340 paid_ins_organicebbonus5 app_ios iOS App04.0
43611,166407,166407 192 paid_ins_organicsign up app_android Android App04.0
43618,129139,129139 89 Directpartnership app_android Android App04.0
43625,209374,209374 198 Directebbonus5 app_android Android App04.0
43640,84064,84064 18 paid_ins_organicsign up app_ios iOS App04.0
43649,88009,88009 316 paid_ins_organicsign up app_android Android App04.0
43658,53059,53059 303 paid_ins_organicebbonus5 app_ios iOS App04.0
43666,217869,217869 0 paid_ins_organicpartnership app_ios iOS App14.0
43669,219708,219708 314 paid_ins_organicsign up app_android Android App04.0
43670,37374,37374 14 paid_ins_af_bannersign up app_ios iOS App04.0
43671,37404,37404 336 paid_ins_organicfriend app_ios iOS App04.0
43677,177254,177254 308 paid_ins_organicebbonus5 app_ios iOS App04.0
43689,32034,32034 2 paid_rtg_criteonew_intpartnership app_android Android App04.0
43694,87829,87829 315 paid_ins_af_bannerebbonus5 app_android Android App04.0
43708,154727,154727 318 paid_ins_organicebbonus5 app_android Android App04.0
43709,36645,36645 112 paid_ins_organicpartnership app_android Android App04.0
43712,177201,177201 325 paid_ins_organicebbonus5 app_android Android App04.0
43719,215860,215860 0 paid_ins_organicsign up app_android Android App14.0
43730,47280,47280 260 paid_ins_organicsign up app_android Android App04.0
43732,247908,247908 307 paid_ins_organicvipbonus app_android Android App04.0
43736,26092,26092 269 paid_ins_organicsign up app_android Android App04.0
43739,26902,26902 296 paid_ins_organicvipbonus app_android Android App04.0
43742,148700,148700 49 paid_ins_organicsign up app_android Android App04.0
43747,167745,167745 268 paid_ins_organicsign up app_android Android App04.0
43751,83145,83145 255 paid_ins_organicsign up app_android Android App04.0
43759,203839,203839 7 paid_ins_organicsign up app_ios iOS App04.0
43769,150417,150417 334 paid_ins_organicebbonus5 app_ios iOS App04.0
43775,237066,237066 75 paid_ins_organicpartnership app_android Android App04.0
43778,79578,79578 189 paid_ins_organicfriend app_ios iOS App04.0
43785,216368,216368 0 paid_ins_organicpartnership app_android Android App14.0
43791,98995,98995 0 paid_ins_organicpartnership app_ios iOS App14.0
43801,244863,244863 44 Directpartnership app_ios iOS App04.0
43805,111209,111209 157 paid_ins_googleadwords_intfriend app_android Android App04.0
43811,179139,179139 173 paid_ins_organicpartnership app_ios iOS App04.0
43813,230063,230063 175 paid_ins_organicpartnership app_android Android App04.0
43833,249946,249946 188 paid_ins_organicfriend app_android Android App04.0
43836,126525,126525 184 paid_ins_organicfriend app_ios iOS App04.0
43838,810,810 299 paid_rtg_criteonew_intebbonus5 app_ios iOS App04.0
43844,71141,71141 334 paid_ins_organicebbonus5 app_android Android App04.0
43846,224811,224811 245 paid_ins_organicsign up app_ios iOS App04.0
43848,74441,74441 269 paid_ins_organicebbonus5 app_ios iOS App04.0
43859,199379,199379 231 paid_ins_organicebbonus5 app_android Android App04.0
43876,73346,73346 319 paid_ins_organicebbonus5 app_ios iOS App04.0
43885,114073,114073 129 paid_ins_organicpartnership app_android Android App04.0
43886,45476,45476 105 paid_ins_organicsign up app_android Android App04.0
43887,233705,233705 217 paid_ins_organicfriend app_android Android App04.0
43891,223441,223441 262 paid_ins_organicfriend app_ios iOS App04.0
43915,242543,242543 191 paid_ins_organicpartnership app_android Android App04.0
43922,159328,159328 86 paid_ins_af_bannersign up app_ios iOS App04.0
43923,67122,67122 116 paid_ins_organicfriend app_android Android App04.0
43927,169500,169500 137 paid_ins_googleadwords_intsign up app_android Android App04.0
43947,103385,103385 232 paid_ins_af_bannersign up app_android Android App04.0
43957,97783,97783 309 paid_ins_organicvipbonus app_android Android App04.0
43968,104428,104428 114 paid_ins_naversign up app_ios iOS App04.0
43979,126042,126042 307 paid_ins_af_bannerebbonus5 app_ios iOS App04.0
43987,46365,46365 283 paid_ins_organicebbonus5 app_android Android App04.0
43999,208841,208841 199 Directshinhan6000 app_android Android App04.0
44000,146302,146302 71 paid_ins_organicsign up app_ios iOS App04.0
44015,21135,21135 30 paid_ins_organicsign up app_android Android App04.0
44026,92525,92525 340 paid_ins_organicebbonus5 app_ios iOS App04.0
44029,150014,150014 245 paid_ins_organicebbonus5 app_android Android App04.0
44033,223561,223561 229 paid_ins_organicebbonus5 app_ios iOS App04.0
44039,245994,245994 86 paid_ins_organicsign up app_ios iOS App04.0
44062,93841,93841 34 paid_ins_organicpartnership app_android Android App04.0
44068,120433,120433 316 paid_ins_organicebbonus5 app_android Android App04.0
44070,140973,140973 0 paid_ins_organicsign up app_ios iOS App14.0
44071,12615,12615 324 paid_rtg_criteonew_intebbonus5 app_android Android App04.0
44074,67619,67619 103 paid_ins_organicfriend app_android Android App04.0
44079,193659,193659 0 paid_ins_organicsign up app_android Android App14.0
44083,150107,150107 259 paid_ins_organicsign up app_android Android App04.0
44089,208027,208027 290 paid_ins_organicebbonus5 app_ios iOS App04.0
44093,208166,208166 303 paid_ins_organicebbonus5 app_ios iOS App04.0
44096,181294,181294 126 Directsign up app_android Android App04.0
44106,148183,148183 166 paid_ins_organicsign up app_ios iOS App04.0
44118,170360,170360 203 paid_ins_organicfriend app_android Android App04.0
44124,38822,38822 183 paid_ins_organicpartnership app_android Android App04.0
44139,219767,219767 0 paid_ins_organicfriend app_android Android App14.0
44147,121350,121350 322 paid_ins_organicebbonus5 app_ios iOS App04.0
44154,195297,195297 160 paid_ins_organicsign up app_ios iOS App04.0
44169,84603,84603 189 paid_ins_organicsign up app_android Android App04.0
44173,157454,157454 322 paid_ins_Facebook Adssign up app_android Android App04.0
44177,86244,86244 131 paid_ins_organicsign up app_android Android App04.0
44189,155179,155179 266 paid_ins_organicvisa app_android Android App04.0
